id,gender,class,gpa,scale1,scale2
7192,female,freshman,2.78,5,9
7193,male,sophomore,3.5,4,5
7194,female,junior,2.52,4,8
7195,male,senior,2.64,4,4
7196,female,junior,2.72,3,6
7197,female,senior,2.63,5,9
7198,male,sophomore,2.51,4,1
7199,female,freshman,3.38,3,2
7200,male,senior,2.49,2,2
7201,female,freshman,2.92,5,9
7202,male,freshman,2.38,3,1
7203,male,freshman,2.25,1,1
7204,male,senior,2.18,2,4
7205,female,senior,2.64,4,3
7206,female,senior,3.1,3,2
7207,male,junior,3.16,3,8
7208,female,sophomore,2.82,2,2
7209,female,freshman,2.51,4,8
7210,female,senior,3.32,5,5
7211,male,sophomore,2.3,4,3
7212,female,sophomore,2.87,2,1
7213,female,junior,2.7,2,6
7214,male,sophomore,2.5,1,5
7215,female,senior,2.95,4,1
7216,female,junior,3.18,3,4
7217,female,freshman,2.4,3,6
7218,male,senior,3.05,3,9
7219,male,sophomore,2.8,5,5
7220,female,junior,1.91,2,9
7221,male,sophomore,2.63,2,1
7222,female,senior,3.39,1,4
7223,female,senior,2.46,2,2
7224,female,freshman,2.62,4,9
7225,male,junior,3.29,5,9
7226,female,sophomore,2.7,3,4
7227,female,freshman,1.67,4,1
7228,female,junior,2.75,5,7
7229,female,senior,2.82,1,7
7230,female,junior,2.76,5,8
7231,female,freshman,3.37,3,7
7232,female,sophomore,2.96,3,9
7233,male,junior,2.68,1,2
7234,male,junior,2.22,3,3
7235,female,senior,2.86,4,7
7236,female,junior,2.98,2,7
7237,male,senior,3.19,1,4
7238,male,freshman,2.43,3,2
7239,female,sophomore,3.2,5,6
7240,male,freshman,2.48,2,3
7241,male,freshman,2.96,2,9
7242,female,junior,3.62,3,7
7243,female,senior,2.42,4,6
7244,male,freshman,3.11,2,1
7245,female,freshman,3.09,1,3
7246,female,junior,2.64,2,9
7247,female,freshman,2.64,2,9
7248,female,senior,2.53,3,3
7249,female,freshman,3.12,5,9
7250,male,freshman,3.09,2,5
7251,female,freshman,2.02,1,4
7252,female,junior,2.51,4,5
7253,male,sophomore,2.84,5,3
7254,female,sophomore,2.61,2,7
7255,female,sophomore,2.83,3,9
7256,female,junior,3.51,2,8
7257,female,freshman,2.7,3,9
7258,male,sophomore,2.97,3,8
7259,female,sophomore,3.37,1,9
7260,female,sophomore,2.47,1,8
7261,female,sophomore,2.76,3,2
7262,male,sophomore,3.03,2,3
7263,male,freshman,2.97,3,4
7264,female,sophomore,2.62,3,7
7265,female,freshman,2.72,4,3
7266,female,senior,2.33,3,1
7267,female,senior,3.07,3,1
7268,female,freshman,2.86,1,9
7269,male,freshman,1.78,3,8
7270,male,freshman,2.65,1,6
7271,male,freshman,3.05,3,4
7272,male,freshman,2.89,4,9
7273,female,junior,3.33,4,6
7274,female,sophomore,3.18,1,2
7275,female,freshman,2.42,4,7
7276,male,sophomore,2.84,4,6
7277,male,junior,2.9,2,4
7278,male,freshman,2.81,4,6
7279,male,junior,2.04,3,3
7280,female,freshman,3.08,2,5
7281,female,sophomore,1.67,4,1
7282,female,sophomore,3.82,2,3
7283,female,freshman,1.96,4,4
7284,male,junior,2.6,1,2
7285,female,sophomore,2.94,4,7
7286,male,sophomore,3.19,3,4
7287,female,senior,2.62,2,2
7288,male,senior,2.87,3,9
7289,male,senior,2.95,5,7
7290,female,junior,2.58,3,3
7291,male,junior,2.83,3,7
7292,male,junior,3.29,5,7
7293,male,freshman,2.83,2,6
7294,female,junior,3.05,1,7
7295,male,junior,3.19,1,7
7296,male,sophomore,3.45,1,2
7297,male,senior,1.48,3,3
7298,male,junior,3.21,2,2
7299,female,junior,2.32,4,9
7300,male,senior,2.22,2,8
7301,male,junior,2.14,1,5
7302,male,junior,3.02,1,9
7303,female,sophomore,3.09,5,3
7304,male,sophomore,2.35,4,1
7305,female,junior,2.44,2,6
7306,female,senior,2.89,3,1
7307,male,junior,1.72,3,1
7308,female,freshman,2.83,4,5
7309,female,senior,2.76,2,9
7310,female,senior,3.03,4,3
7311,female,sophomore,1.92,3,8
7312,male,sophomore,3.07,1,7
7313,female,freshman,3.18,1,9
7314,male,junior,2.55,4,2
7315,male,sophomore,3.06,1,6
7316,male,freshman,3.16,2,1
7317,male,sophomore,2.96,3,2
7318,male,junior,3.65,1,9
7319,female,junior,3.2,1,3
7320,male,sophomore,3.05,2,7
7321,male,junior,2.64,4,5
7322,female,senior,2.55,2,5
7323,male,freshman,2.71,3,2
7324,male,sophomore,3.44,5,6
7325,female,freshman,2.31,5,1
7326,male,freshman,2.92,1,9
7327,male,freshman,2.73,2,1
7328,male,freshman,3.17,1,9
7329,male,freshman,2.58,3,7
7330,female,senior,2.92,4,5
7331,female,junior,2.88,3,8
7332,male,junior,2.41,3,2
7333,female,senior,2.37,4,7
7334,female,sophomore,2.21,2,1
7335,female,sophomore,2.32,1,4
7336,male,junior,3.05,3,2
7337,male,senior,2.6,3,8
7338,female,sophomore,3.06,4,2
7339,female,senior,2.81,3,2
7340,male,freshman,1.91,2,8
7341,male,freshman,2.76,1,5
7342,female,freshman,3.3,5,6
7343,female,freshman,4,3,1
7344,male,senior,2.42,3,3
7345,female,sophomore,2.93,4,6
7346,female,senior,2.93,2,6
7347,female,sophomore,2.7,4,4
7348,female,junior,2.48,2,4
7349,female,senior,2.68,5,3
7350,female,senior,2.41,3,7
7351,female,senior,3.2,3,6
7352,female,junior,2.43,1,2
7353,male,freshman,2.9,3,3
7354,female,junior,2.56,1,9
7355,female,freshman,2.76,3,7
7356,male,sophomore,1.51,4,9
7357,male,senior,2.94,2,1
7358,male,junior,2.23,2,4
7359,female,sophomore,2.61,2,9
7360,female,freshman,2.99,3,1
7361,female,freshman,2.48,2,8
7362,female,freshman,2.45,2,5
7363,male,freshman,3.34,2,9
7364,female,freshman,2.71,3,8
7365,female,freshman,2.45,3,8
7366,female,sophomore,2.69,2,9
7367,female,senior,3.02,2,4
7368,female,senior,3.26,3,7
7369,female,junior,1.82,3,5
7370,female,sophomore,2.47,4,2
7371,male,freshman,2.99,5,3
7372,male,junior,2.48,3,8
7373,female,sophomore,3.07,2,9
7374,male,senior,2.54,1,4
7375,female,freshman,2.62,3,1
7376,female,junior,2.64,5,1
7377,male,senior,3.43,3,2
7378,female,freshman,2.85,2,7
7379,male,junior,2.27,3,1
7380,male,junior,3.29,5,9
7381,female,junior,2.74,2,9
7382,female,sophomore,2.75,3,6
7383,male,freshman,3.17,3,1
7384,female,junior,2.47,3,4
7385,male,freshman,2.1,3,2
7386,male,sophomore,2.34,1,4
7387,female,senior,2.62,3,9
7388,male,senior,2.78,1,8
7389,male,freshman,2.53,2,2
7390,male,freshman,2.09,2,5
7391,female,senior,3.02,3,6
7392,male,junior,2.93,5,6
7393,male,freshman,2.76,3,1
7394,male,junior,2.84,1,1
7395,male,sophomore,2.68,4,5
7396,male,freshman,2.7,3,9
7397,male,junior,3.23,4,3
7398,female,sophomore,2.55,3,9
7399,female,junior,2.92,3,9
7400,female,freshman,2.93,3,6
7401,female,sophomore,3.17,5,1
7402,female,sophomore,2.78,2,8
7403,female,senior,2.9,5,9
7404,female,freshman,3.13,2,9
7405,female,freshman,2.32,3,4
7406,male,senior,3.12,1,9
7407,female,senior,2.76,1,2
7408,male,sophomore,2.71,2,6
7409,male,freshman,1.5,2,7
7410,male,junior,2.14,4,8
7411,male,sophomore,2.56,4,1
7412,male,sophomore,3.47,4,1
7413,female,junior,1.99,3,4
7414,female,sophomore,2.28,4,7
7415,male,freshman,2.78,%,9
7416,female,freshman,2.38,1,9
7417,male,junior,1.97,3,4
7418,male,junior,2.37,3,9
7419,female,senior,2.95,2,9
7420,female,junior,2.57,3,1
7421,female,senior,2.89,1,2
7422,female,junior,2.74,3,7
7423,male,sophomore,3.2,3,1
7424,female,junior,2.32,3,9
7425,male,freshman,3.03,1,4
7426,male,freshman,2.93,3,1
7427,female,senior,2.55,1,7
7428,female,freshman,2.25,4,2
7429,female,freshman,2.56,2,5
7430,male,sophomore,3.31,4,5
7431,female,sophomore,2.98,3,9
7432,female,freshman,1.87,1,8
7433,female,junior,3.28,2,7
7434,female,freshman,2.43,3,9
7435,female,sophomore,3.05,2,7
7436,female,junior,3.28,4,1
7437,female,senior,2.46,3,8
7438,male,freshman,2.09,5,-99
7439,male,junior,2.54,2,1
7440,female,junior,2.97,4,2
7441,male,junior,3.16,4,7
7442,male,junior,3.21,1,6
7443,male,senior,2.27,3,6
7444,female,senior,2.88,2,8
7445,female,freshman,2.68,3,2
7446,male,freshman,2.36,5,5
7447,male,senior,2.21,5,4
7448,male,senior,3.15,2,6
7449,male,junior,2.76,4,3
7450,female,freshman,2.83,4,9
7451,male,sophomore,3.13,5,1
7452,male,junior,3.29,3,7
7453,male,sophomore,2.39,5,7
7454,male,freshman,2.65,2,9
7455,female,freshman,2.92,2,7
7456,female,senior,2.87,3,9
7457,male,freshman,2.56,3,9
7458,male,freshman,3.03,2,4
7459,female,senior,3.22,1,7
7460,female,junior,3.01,1,9
7461,male,sophomore,2.78,2,1
7462,male,freshman,3.16,1,6
7463,male,senior,2.14,3,8
7464,male,junior,1.95,2,2
7465,male,sophomore,3.33,1,9
7466,female,sophomore,2.27,4,7
7467,female,sophomore,2.92,5,1
7468,male,freshman,3.32,2,2
7469,female,senior,2.73,3,4
7470,male,senior,2.38,4,6
7471,female,freshman,2.18,2,1
7472,female,freshman,3.46,1,4
7473,female,freshman,2.66,2,2
7474,male,senior,3.35,1,3
7475,female,freshman,1.98,4,6
7476,female,freshman,2.61,3,9
7477,male,senior,3.08,1,8
7478,female,sophomore,3.06,5,6
7479,male,senior,2.5,1,9
7480,male,freshman,2.29,3,2
7481,female,sophomore,2.64,1,6
7482,female,junior,2.6,5,4
7483,female,sophomore,3.12,4,1
7484,male,junior,2.7,2,7
7485,male,sophomore,2.93,4,3
7486,male,junior,2.81,3,5
7487,male,senior,2.06,1,2
7488,male,senior,2.79,1,5
7489,female,freshman,2.48,5,5
7490,male,senior,2.33,2,8
7491,male,senior,3.19,4,2
7492,female,sophomore,2.31,3,4
7493,female,sophomore,3.18,3,1
7494,female,freshman,2.99,2,4
7495,male,sophomore,2.98,3,7
7496,male,sophomore,2.87,3,2
7497,male,junior,2.92,1,5
7498,female,sophomore,2.62,2,7
7499,male,senior,3.1,4,6
7500,female,senior,2.93,4,5
7501,female,junior,3.44,1,5
7502,female,junior,2.04,2,3
7503,female,sophomore,2.41,3,6
7504,male,junior,2.13,2,6
7505,female,junior,2.98,2,3
7506,female,junior,2.92,2,5
7507,male,freshman,2.6,4,7
7508,male,junior,2.27,3,8
7509,female,sophomore,2.63,2,8
7510,male,senior,2.69,4,1
7511,male,freshman,3.27,4,1
7512,female,senior,2.41,3,5
7513,male,senior,3.23,1,2
7514,female,junior,2.68,3,9
7515,male,junior,2.42,4,1
7516,male,junior,1.99,2,6
7517,female,sophomore,2.71,1,4
7518,female,sophomore,2.9,3,2
7519,female,freshman,2.64,2,9
7520,male,freshman,2.69,4,6
7521,female,freshman,2.35,3,7
7522,male,senior,2.16,2,2
7523,female,sophomore,2.12,1,6
7524,male,junior,2.49,4,6
7525,female,sophomore,3.03,2,8
7526,male,junior,2.77,2,2
7527,male,sophomore,2.38,2,2
7528,male,junior,3.16,1,2
7529,male,junior,2.76,3,9
7530,male,senior,2.25,2,5
7531,male,freshman,2.13,2,6
7532,male,sophomore,2.44,4,9
7533,female,junior,2.69,1,6
7534,male,senior,2.74,3,3
7535,male,junior,2.33,1,7
7536,female,freshman,2.52,3,6
7537,female,freshman,3.07,1,4
7538,male,sophomore,3.72,3,4
7539,female,junior,3.38,2,1
7540,female,senior,2.81,5,1
7541,female,freshman,3.16,3,8
7542,male,senior,2.11,5,5
7543,male,freshman,2.82,3,2
7544,female,freshman,2.64,3,2
7545,female,senior,1.59,1,9
7546,male,sophomore,2.89,1,4
7547,male,junior,2.84,2,8
7548,male,junior,2.62,5,6
7549,female,sophomore,2.22,3,3
7550,female,sophomore,2.76,4,9
7551,male,freshman,2.26,4,8
7552,male,senior,2.14,5,4
7553,female,freshman,2.44,3,2
7554,male,sophomore,3.19,3,2
7555,female,sophomore,3,3,8
7556,female,junior,2.92,3,6
7557,male,freshman,2.16,5,6
7558,male,junior,2.11,2,2
7559,male,freshman,3.02,2,8
7560,female,freshman,3.12,3,9
7561,male,sophomore,2.64,1,7
7562,male,sophomore,2.89,1,3
7563,male,freshman,2.46,2,6
7564,male,senior,3.01,2,1
7565,female,senior,1.99,5,1
7566,male,sophomore,2.65,3,1
7567,female,senior,2.53,2,8
7568,male,sophomore,3.11,2,6
7569,male,freshman,2.85,2,3
7570,male,junior,2.18,2,6
7571,male,sophomore,2.79,2,8
7572,male,junior,1.86,1,7
7573,male,freshman,2.54,3,7
7574,male,sophomore,2.43,4,9
7575,female,senior,2.38,4,2
7576,female,sophomore,2.16,5,3
7577,male,senior,2.79,4,3
7578,male,sophomore,2.46,3,1
7579,male,senior,3.1,2,1
7580,female,junior,3.13,1,4
7581,female,freshman,2.9,3,9
7582,male,junior,2.81,3,6
7583,male,sophomore,3.33,4,5
7584,female,senior,1.88,2,9
7585,female,sophomore,2.76,3,2
7586,female,junior,2.61,2,1
7587,female,junior,2.46,4,1
7588,female,senior,3.1,5,8
7589,male,sophomore,2.49,3,5
7590,female,sophomore,2.47,2,2
7591,female,sophomore,2.28,1,3
7592,female,senior,2.84,4,8
7593,male,senior,3.09,4,1
7594,female,junior,2.54,2,4
7595,male,senior,1.94,4,9
7596,female,senior,2.72,1,6
7597,male,sophomore,2.22,3,7
7598,female,junior,3.38,1,4
7599,male,freshman,3.51,5,4
7600,male,junior,2.85,2,4
7601,female,freshman,2.7,1,9
7602,female,sophomore,2.58,3,9
7603,female,senior,2.49,3,2
7604,female,junior,2.87,3,4
7605,male,junior,2.92,5,8
7606,female,freshman,2.79,4,9
7607,female,freshman,2.94,2,6
7608,female,sophomore,3.45,2,8
7609,male,senior,2.52,1,9
7610,female,junior,3.56,1,2
7611,male,junior,2.61,4,9
7612,male,sophomore,2.38,2,1
7613,male,sophomore,3.14,3,6
7614,female,sophomore,2.95,2,3
7615,female,senior,2.26,3,8
7616,female,sophomore,2.76,2,4
7617,male,junior,2.96,2,5
7618,male,freshman,2.95,1,1
7619,male,sophomore,2.87,3,9
7620,male,freshman,2.32,5,2
7621,female,junior,2.5,4,8
7622,male,senior,2.81,5,9
7623,male,freshman,1.77,1,7
7624,female,freshman,2.66,2,9
7625,male,senior,3.12,3,2
7626,male,junior,2.92,2,7
7627,male,freshman,2.32,2,8
7628,male,sophomore,3,4,4
7629,female,senior,2.92,4,9
7630,male,sophomore,2.21,3,8
7631,female,junior,2.31,3,2
7632,male,junior,2.54,2,7
7633,male,junior,3.28,3,7
7634,female,freshman,2.34,5,9
7635,male,senior,3.1,1,9
7636,female,sophomore,3.13,1,2
7637,female,freshman,2.86,5,6
7638,female,sophomore,3.19,2,6
7639,male,sophomore,2.91,1,2
7640,female,sophomore,2.66,2,6
7641,female,junior,2.74,3,2
7642,female,junior,3.58,1,6
7643,male,freshman,2.98,1,8
7644,female,senior,2.64,2,6
7645,female,junior,2.38,3,5
7646,male,senior,2.01,4,6
7647,male,sophomore,2.02,3,8
7648,female,freshman,2.24,2,5
7649,male,senior,2.84,4,9
7650,male,freshman,2.86,5,4
7651,male,freshman,3.26,5,5
7652,male,senior,3.04,4,3
7653,male,freshman,2.53,1,1
7654,male,senior,2.33,1,8
7655,male,junior,3.22,4,3
7656,male,freshman,3.25,1,8
7657,male,freshman,2.18,2,9
7658,male,freshman,2.47,1,6
7659,male,freshman,1.76,2,6
7660,female,freshman,2.29,5,1
7661,female,senior,3.28,2,6
7662,male,junior,3.25,5,9
7663,female,senior,2.74,4,9
7664,female,junior,2.27,3,3
7665,male,junior,2.73,1,2
7666,male,sophomore,2.8,1,1
7667,male,junior,2.94,3,5
7668,female,junior,2.89,4,5
7669,female,junior,2.03,3,2
7670,female,sophomore,2.5,1,8
7671,female,sophomore,1.82,3,5
7672,male,freshman,2.62,2,2
7673,female,freshman,2.49,5,9
7674,female,freshman,2.48,1,3
7675,female,freshman,2.79,2,9
7676,male,freshman,2.94,5,1
7677,female,sophomore,2.42,3,5
7678,male,junior,2.52,4,3
7679,male,freshman,2.26,4,2
7680,male,sophomore,2.09,4,8
7681,female,sophomore,3.02,3,8
7682,male,junior,2.33,4,3
7683,female,freshman,3.04,2,9
7684,male,freshman,2.73,5,7
7685,male,senior,2.85,3,7
7686,male,senior,2.82,3,9
7687,female,senior,3.02,5,5
7688,male,junior,2.74,1,8
7689,male,freshman,3.37,2,4
7690,male,junior,2.42,5,1
7691,female,senior,3.22,1,3
7692,female,junior,2.81,3,5
7693,male,freshman,2.77,1,2
7694,male,junior,2.99,4,8
7695,female,senior,2.05,3,6
7696,male,senior,2.86,2,1
7697,female,senior,2.18,5,8
7698,female,sophomore,2.75,4,6
7699,female,freshman,2.46,4,9
7700,male,freshman,3.45,2,9
7701,female,sophomore,3.29,3,4
7702,female,freshman,2.96,3,2
7703,female,sophomore,3.47,1,4
7704,male,senior,2.15,4,2
7705,female,junior,2.98,2,4
7706,female,sophomore,2.95,1,8
7707,female,freshman,1.51,5,4
7708,female,freshman,2.5,1,1
7709,male,sophomore,2.06,3,6
7710,female,sophomore,2.37,3,9
7711,female,freshman,3.4,2,1
7712,male,junior,2.88,1,5
7713,female,sophomore,2.54,4,7
7714,male,freshman,2.8,3,7
7715,male,junior,2.74,2,4
7716,female,freshman,2.55,2,3
7717,female,freshman,2.84,1,4
7718,female,senior,2.99,2,7
7719,female,senior,2.25,3,4
7720,male,freshman,3.21,5,9
7721,male,junior,2.41,4,4
7722,female,freshman,2.7,3,9
7723,male,freshman,2.52,3,9
7724,male,junior,3.08,1,4
7725,female,sophomore,2.38,1,6
7726,male,junior,2.47,3,3
7727,female,freshman,2.8,3,3
7728,male,senior,2.26,4,5
7729,female,junior,1.84,1,8
7730,male,junior,3.03,2,4
7731,female,junior,2.18,3,7
7732,female,senior,2.72,4,8
7733,female,senior,2.57,5,1
7734,female,senior,2.75,1,3
7735,male,senior,2.53,5,1
7736,male,sophomore,3,2,4
7737,female,sophomore,2.76,4,6
7738,male,senior,2.11,3,3
7739,female,sophomore,2.59,4,9
7740,male,junior,2.42,1,7
7741,male,sophomore,2.71,2,4
7742,male,junior,2.64,1,6
7743,female,junior,2.52,2,3
7744,male,freshman,2.75,3,9
7745,female,freshman,2.86,1,4
7746,female,freshman,3.08,3,7
7747,female,freshman,2.05,4,9
7748,female,senior,2.15,3,4
7749,male,freshman,2.2,3,5
7750,male,junior,2.65,3,7
7751,female,senior,2.71,3,1
7752,female,senior,3.11,4,4
7753,female,sophomore,3.66,5,6
7754,male,freshman,2.92,2,7
7755,male,sophomore,2.25,3,3
7756,female,sophomore,2.8,1,2
7757,female,sophomore,3.36,4,6
7758,female,sophomore,2.86,3,8
7759,male,sophomore,2.8,3,5
7760,male,sophomore,2.2,1,1
7761,female,sophomore,2.55,3,7
7762,female,junior,1.89,4,8
7763,male,sophomore,2.33,2,4
7764,female,sophomore,3.06,4,5
7765,male,sophomore,3.13,3,2
7766,female,freshman,2.64,2,6
7767,female,sophomore,2.67,3,9
7768,female,senior,2.41,3,2
7769,female,sophomore,3.14,2,6
7770,female,freshman,2.3,4,6
7771,male,freshman,2.46,4,2
7772,male,senior,2.36,5,4
7773,female,senior,2.58,1,3
7774,female,sophomore,1.8,3,5
7775,female,sophomore,2.02,1,6
7776,male,junior,2.66,1,3
7777,female,sophomore,3.11,1,3
7778,female,junior,2.88,1,7
7779,male,freshman,2.45,1,4
7780,female,junior,1.81,1,6
7781,female,junior,2.82,4,1
7782,female,sophomore,2.64,3,7
7783,male,sophomore,2.17,1,7
7784,male,freshman,2.84,2,5
7785,female,senior,3.57,1,8
7786,male,sophomore,2.92,3,6
7787,female,sophomore,2.54,5,9
7788,male,junior,3.22,2,6
7789,male,freshman,2.76,3,5
7790,female,sophomore,3.28,3,6
7791,male,sophomore,3.44,1,1
7792,female,senior,2.57,2,9
7793,male,sophomore,2.64,2,4
7794,male,freshman,2.92,3,3
7795,female,senior,2.71,2,6
7796,male,sophomore,2.59,4,4
7797,male,sophomore,2.27,1,6
7798,female,freshman,2.68,4,6
7799,male,senior,2.67,1,7
7800,male,junior,3.16,3,2
7801,female,senior,2.92,5,8
7802,male,sophomore,2.53,3,9
7803,male,sophomore,2.65,1,7
7804,female,freshman,2.78,4,2
7805,male,sophomore,2.89,1,3
7806,male,senior,2.71,2,2
7807,male,freshman,2.73,1,5
7808,male,sophomore,2.68,3,5
7809,male,sophomore,3.32,1,9
7810,male,sophomore,2.92,3,7
7811,male,freshman,3.25,5,2
7812,male,freshman,2.91,1,9
7813,female,senior,2.26,5,2
7814,female,freshman,2.63,1,1
7815,male,freshman,2.91,3,5
7816,male,junior,2.66,4,7
7817,female,freshman,2.86,2,9
7818,female,senior,3.05,2,5
7819,female,freshman,3.73,3,6
7820,female,sophomore,1.86,4,1
7821,male,sophomore,2.95,2,1
7822,male,freshman,2.34,5,2
7823,female,freshman,2.46,4,5
7824,male,sophomore,3.16,3,6
7825,female,junior,2.18,5,8
7826,male,sophomore,2.32,1,3
7827,male,freshman,2.05,1,2
7828,female,sophomore,1.88,5,1
7829,female,freshman,3.03,2,2
7830,male,junior,3.02,2,3
7831,female,sophomore,3.08,3,7
7832,female,freshman,2.55,3,6
7833,female,freshman,2.97,3,8
7834,male,freshman,2.38,4,5
7835,female,sophomore,2.25,3,7
7836,male,sophomore,2.87,5,2
7837,male,junior,2.98,1,3
7838,female,freshman,2.58,2,9
7839,male,senior,2.54,2,1
7840,female,freshman,3.16,2,9
7841,male,sophomore,3.07,1,9
7842,female,sophomore,2.76,1,1
7843,female,sophomore,2.56,4,9
7844,female,junior,3.27,4,2
7845,female,senior,3.16,3,5
7846,male,senior,2.42,2,5
7847,female,junior,2.33,3,8
7848,female,junior,2.64,1,8
7849,male,freshman,2.52,3,4
7850,male,freshman,2.3,5,1
7851,male,senior,2.44,2,8
7852,male,junior,3.23,3,3
7853,female,junior,2.62,2,7
7854,male,senior,3.42,3,9
7855,female,senior,1.94,4,7
7856,female,junior,2.45,4,5
7857,male,sophomore,3.15,5,2
7858,male,sophomore,2.73,2,1
7859,female,junior,2.37,3,9
7860,female,sophomore,2.19,1,4
7861,male,freshman,2.53,3,9
7862,male,freshman,2.24,2,9
7863,female,freshman,3.16,4,2
7864,female,junior,2.46,1,7
7865,female,freshman,2.25,5,2
7866,female,sophomore,3.16,4,5
7867,female,junior,2.99,4,8
7868,female,senior,2.27,2,9
7869,male,senior,2.43,1,7
7870,female,freshman,1.91,3,6
7871,female,junior,2.46,1,5
7872,female,junior,3.31,4,3
7873,male,junior,2.61,4,6
7874,female,freshman,2.9,2,4
7875,female,freshman,2.86,3,3
7876,male,junior,2.85,1,5
7877,female,sophomore,2.4,1,7
7878,female,sophomore,2.47,1,6
7879,male,senior,3.18,2,8
7880,male,freshman,2.74,4,7
7881,male,junior,2.11,4,9
7882,male,junior,2.6,3,4
7883,female,senior,3.01,4,8
7884,female,junior,2.68,1,2
7885,male,freshman,2.6,1,5
7886,male,junior,3.04,3,9
7887,female,junior,3.16,2,4
7888,female,freshman,3,5,3
7889,female,freshman,2.52,4,6
7890,female,sophomore,2.84,4,9
7891,female,senior,3.28,3,6
7892,female,junior,2.54,3,1
7893,female,sophomore,2.52,5,5
7894,male,sophomore,3.33,3,2
7895,male,senior,2.63,5,8
7896,male,freshman,2.8,2,1
